Date,Close,Volume,SMA10,SMA20,Momentum,Daily_Return,SMA_diff,Range,RSI14,MACD,MACD_Signal,MACD_Hist,BB_Width,Target
2023-01-30,234.9518585205078,9562174.0,237.03937377929688,233.49392852783203,1.569244384765625,0.006723912964026191,1.457929992675787,6.204072181705413,58.64865017267973,1.8280109926556918,1.6921809222553448,0.135830070400347,0.08462994852951461,1
2023-01-31,242.61572265625,12559707.0,238.1561019897461,234.08878860473632,7.6638641357421875,0.03261887002725383,8.526934051513678,10.473938522424476,67.41215863933944,2.231284799715297,1.8000016977473354,0.4312831019679617,0.09042915027007599,0
2023-02-01,239.4042205810547,11727712.0,238.88964080810547,234.3971694946289,-3.2115020751953125,-0.01323699074418816,5.007051086425776,12.335152032354955,60.0000169768459,2.2656241149205982,1.893126181181988,0.3724979337386103,0.09245916028188543,0
2023-02-02,238.7108459472656,11308985.0,239.10131072998047,235.08144302368163,-0.6933746337890909,-0.002896250668038447,3.6294029235839673,8.941164873869639,60.74003791565338,2.211397121973846,1.9567803693403596,0.2546167526334864,0.08544871775793189,0
2023-02-03,238.5210876464844,11362212.0,238.80862884521486,235.64492111206056,-0.18975830078119316,-0.0007949295308647963,2.876166534423845,11.26961420596885,58.19477091309254,2.1285730650789105,1.9911389084880697,0.1374341565908408,0.08012478197366514,0
2023-02-06,232.4120178222656,7244255.0,237.89774169921876,235.9649856567383,-6.109069824218807,-0.025612283947292536,-3.552967834472696,7.513069576849176,51.25539889527012,1.5520919739548162,1.9033295215814192,-0.351237547626603,0.07159519858453726,1
2023-02-07,233.85389709472656,10473033.0,237.25877075195314,236.14365234375,1.441879272460966,0.006203978976524471,-2.289755249023443,7.437197854662088,52.27693665746323,1.1977670499489932,1.7622170272549342,-0.564449977305941,0.06846763439868762,1
2023-02-08,238.3693389892578,7819410.0,237.03485412597655,236.52801895141602,4.51544189453125,0.01930881610539159,1.8413200378417969,4.59131347685414,52.26491431650931,1.2667184765743116,1.6631173171188096,-0.39639884054449803,0.06522024224914712,0
2023-02-09,235.3337554931641,5202003.0,236.7555358886719,236.68396682739257,-3.0355834960937216,-0.012734790090727754,-1.3502113342284758,5.08461465171456,41.819608667794014,1.064149902571586,1.543323834209365,-0.479173931637779,0.06310739927473445,1
2023-02-10,235.78909301757807,4235865.0,236.99618377685547,236.91924819946288,0.45533752441397723,0.0019348585308545108,-1.1301551818848168,3.187373769070774,42.4088458869184,0.9296384872511965,1.4205867648177313,-0.4909482775665348,0.05915637662759266,1
2023-02-13,234.30923461914065,5188595.0,236.93192138671876,236.98564758300782,-1.4798583984374147,-0.006276195304449894,-2.6764129638671648,5.160485620048661,42.18250306883906,0.695606497740215,1.2755907114022282,-0.5799842136620132,0.05801559726106696,1
2023-02-14,238.44517517089844,6566932.0,236.5148666381836,237.33548431396486,4.135940551757784,0.01765163271725312,1.1096908569335824,4.287758536030907,47.40774166776992,0.8342535414517158,1.1873232774121258,-0.35306973596041,0.05378448713258829,0
2023-02-15,237.5345458984375,5810417.0,236.32789916992186,237.60876998901367,-0.9106292724609375,-0.003819029979567734,-0.07422409057616619,3.5667987742339733,49.26238319423064,0.8607301888191046,1.1220046596935216,-0.261274470874417,0.0495046283440523,0
2023-02-16,238.93850708007807,4366228.0,236.3506652832031,237.7259880065918,1.4039611816405682,0.005910555773394055,1.212519073486277,2.0110705832069584,57.54560069942148,0.9836620131971472,1.0943361303942467,-0.11067411719709952,0.04955002674164675,0
2023-02-17,238.29342651367188,4291109.0,236.32789916992186,237.56826400756836,-0.6450805664061932,-0.002699776500193818,0.7251625061035156,3.7185870556985208,54.65512498665507,1.0173068787008503,1.0789302800555673,-0.061623401354717,0.04742525868597972,0
2023-02-20,235.9029235839844,5264100.0,236.67698974609374,237.28736572265626,-2.3905029296874716,-0.01003176195273825,-1.384442138671858,4.211888433956318,39.03779373241688,0.8413781848759356,1.031419861019641,-0.19004167614370537,0.04515194217711523,0
2023-02-21,233.77801513671875,6336180.0,236.66940155029297,236.96408615112304,-2.1249084472656534,-0.009007554527017847,-3.186071014404291,5.236380267801451,40.474174120275144,0.5244455920987718,0.9300250072354672,-0.4055794151366954,0.045459316875054945,0
