,Date,Close,High,Low,Open,Volume
0,2025-03-03,1171.25,1206.449951171875,1156.0,1204.0,17944938
1,2025-03-04,1161.9000244140625,1174.0,1159.550048828125,1162.199951171875,11377373
2,2025-03-05,1175.5999755859375,1183.0,1157.0,1161.0,8664095
3,2025-03-06,1209.5999755859375,1213.949951171875,1185.1500244140625,1197.0,14468014
4,2025-03-07,1249.800048828125,1254.800048828125,1212.0,1216.0,16474965
5,2025-03-10,1238.4000244140625,1258.0,1235.4000244140625,1245.0,11931051
6,2025-03-11,1247.300048828125,1249.5,1229.75,1240.0,10089838
7,2025-03-12,1257.050048828125,1263.0,1244.0,1258.0,11977555
8,2025-03-13,1247.9000244140625,1264.1500244140625,1243.8499755859375,1260.050048828125,9505270
9,2025-03-17,1238.8499755859375,1257.4000244140625,1233.0999755859375,1242.1500244140625,16640917
10,2025-03-18,1238.8499755859375,1238.8499755859375,1238.8499755859375,1238.8499755859375,0
11,2025-03-19,1247.1500244140625,1253.25,1238.800048828125,1241.050048828125,16162399
12,2025-03-20,1269.1500244140625,1273.0,1250.050048828125,1251.8499755859375,15971477
13,2025-03-21,1276.3499755859375,1281.0,1270.0999755859375,1275.0,21780769
14,2025-03-24,1302.0999755859375,1306.0,1284.25,1291.0,20299319
15,2025-03-25,1285.449951171875,1307.699951171875,1282.5999755859375,1307.699951171875,13713899
16,2025-03-26,1273.050048828125,1293.800048828125,1268.75,1291.0,12074747
17,2025-03-27,1278.199951171875,1285.0,1271.300048828125,1278.1500244140625,15028056
18,2025-03-28,1275.0999755859375,1295.75,1269.0,1280.0,18147129
19,2025-04-01,1252.5999755859375,1277.9000244140625,1249.300048828125,1264.5999755859375,12099648
20,2025-04-02,1251.1500244140625,1255.550048828125,1243.9000244140625,1247.550048828125,10142590
21,2025-04-03,1248.699951171875,1251.800048828125,1233.050048828125,1233.050048828125,7434366
22,2025-04-04,1204.699951171875,1245.449951171875,1193.1500244140625,1241.0999755859375,17908652
23,2025-04-07,1165.699951171875,1171.25,1114.8499755859375,1132.199951171875,22156106
24,2025-04-08,1182.199951171875,1196.5999755859375,1163.300048828125,1172.0,19555040
25,2025-04-09,1185.3499755859375,1189.800048828125,1168.0,1169.5,10223104
26,2025-04-11,1218.949951171875,1222.6500244140625,1195.1500244140625,1195.1500244140625,11224242
27,2025-04-15,1240.0999755859375,1251.0,1237.0999755859375,1251.0,13378535
28,2025-04-16,1239.300048828125,1240.9000244140625,1229.0,1234.0999755859375,8248464
29,2025-04-17,1274.5,1280.199951171875,1227.5999755859375,1240.199951171875,15398401
30,2025-04-21,1295.5,1300.9000244140625,1267.0,1270.0,10429964
31,2025-04-22,1291.199951171875,1303.9000244140625,1286.300048828125,1300.0,13051707
32,2025-04-23,1300.0,1306.0,1285.4000244140625,1297.0,10480888
33,2025-04-24,1301.5999755859375,1304.5,1290.300048828125,1292.4000244140625,10468940
34,2025-04-25,1300.4000244140625,1325.199951171875,1288.0999755859375,1303.5,14431012
35,2025-04-28,1368.800048828125,1374.5999755859375,1320.199951171875,1340.0,31104496
36,2025-04-29,1399.699951171875,1410.9000244140625,1370.0,1371.0,32538970
37,2025-04-30,1405.0,1412.4000244140625,1369.0,1402.0,25480745
38,2025-05-02,1419.800048828125,1426.699951171875,1409.0999755859375,1414.0,13007841
39,2025-05-05,1431.300048828125,1439.5,1426.9000244140625,1431.0,12685649
40,2025-05-06,1420.9000244140625,1432.0,1410.5999755859375,1431.0,14084117
41,2025-05-07,1406.0,1424.4000244140625,1402.699951171875,1420.9000244140625,13440169
42,2025-05-08,1407.0,1420.800048828125,1398.0,1404.0999755859375,16106175
43,2025-05-09,1377.199951171875,1394.800048828125,1374.5,1385.5,13668904
44,2025-05-12,1436.5,1439.0,1400.0,1400.0,10674081
45,2025-05-13,1415.699951171875,1447.699951171875,1412.4000244140625,1433.5,11407896
46,2025-05-14,1424.4000244140625,1429.9000244140625,1415.5,1420.0,5570160
47,2025-05-15,1454.199951171875,1461.4000244140625,1412.699951171875,1425.0,20177211
48,2025-05-16,1456.4000244140625,1461.0,1447.300048828125,1453.199951171875,9036695
49,2025-05-19,1440.800048828125,1454.5999755859375,1438.199951171875,1452.0999755859375,6195791
50,2025-05-20,1424.5999755859375,1445.0,1421.800048828125,1438.199951171875,11270560
51,2025-05-21,1429.199951171875,1436.199951171875,1418.0999755859375,1423.9000244140625,6136364
52,2025-05-22,1409.4000244140625,1423.800048828125,1396.9000244140625,1421.199951171875,12134466
53,2025-05-23,1426.800048828125,1433.800048828125,1406.5999755859375,1406.5999755859375,6474883
54,2025-05-26,1434.800048828125,1441.0,1425.0999755859375,1432.0,4842944
55,2025-05-27,1422.0999755859375,1437.0,1413.9000244140625,1426.0999755859375,12640414
56,2025-05-28,1412.9000244140625,1422.5999755859375,1410.699951171875,1420.0999755859375,5944611
57,2025-05-29,1417.800048828125,1420.0,1408.5999755859375,1412.0999755859375,13771917
58,2025-05-30,1420.9000244140625,1430.5999755859375,1409.699951171875,1418.0,13788484
59,2025-06-02,1413.699951171875,1417.5,1395.5999755859375,1412.0999755859375,8098668
60,2025-06-03,1405.5,1426.5,1403.4000244140625,1422.300048828125,11252626
61,2025-06-04,1423.5,1425.699951171875,1406.0999755859375,1414.699951171875,8126827
62,2025-06-05,1442.4000244140625,1454.699951171875,1423.5999755859375,1428.0,13716817
63,2025-06-06,1443.5,1451.5,1437.0,1441.0,8182161
64,2025-06-09,1448.800048828125,1457.5,1445.300048828125,1457.0,7885125
65,2025-06-10,1438.5,1453.9000244140625,1436.0,1450.0,7913181
66,2025-06-11,1448.9000244140625,1468.5999755859375,1443.0999755859375,1445.800048828125,8195700
67,2025-06-12,1441.5999755859375,1457.0,1434.4000244140625,1453.5,8828114
68,2025-06-13,1427.9000244140625,1435.5,1414.300048828125,1424.0,9757276
